store_number,store_number_padded,store_name,full_address,raw_address_from_public_feed,city,state,postal_code,latitude,longitude,address_present,address_source_url,location_source_url
6318,6318,Mandarin,,,Jacksonville,FL,0,30.203,-81.619,no,,https://simplemaps.com/data/business/home-depot
6319,6319,E Bradenton,"5475 University Pkwy, E Bradenton FL 34201","5475 University Pkwy, E Bradenton FL",Bradenton,FL,34201,27.391,-82.46,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6320,6320,East Palm Beach Lakes,"1550 Palm Beach Lakes Blvd, E Palm Beach Lakes FL 33401","1550 Palm Beach Lakes Blvd, E Palm Beach Lakes FL",West Palm Beach,FL,33401,26.722,-80.079,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6321,6321,Largo,"10689 Ulmerton Road, Largo FL 33771","10689 Ulmerton Road, Largo FL",Largo,FL,33771,27.897,-82.786,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6322,6322,N Miami/Biscayne,"12055 Biscayne Blvd, N Miami/Biscayne FL 33181","12055 Biscayne Blvd, N Miami/Biscayne FL",Miami,FL,33181,25.887,-80.163,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6323,6323,Orange City,"2300 Veterans Memorial Pkwy, Orange City FL 32763","2300 Veterans Memorial Pkwy, Orange City FL",Orange City,FL,32763,28.915,-81.279,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6324,6324,South Lakeland,"6335 S Florida Ave, S Lakeland FL 33813","6335 S Florida Ave, S Lakeland FL",Lakeland,FL,33813,27.952,-81.972,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6325,6325,West Delray,"15050 Jog Rd, West Delray FL 33446","15050 Jog Rd, West Delray FL",Delray Beach,FL,33446,26.453,-80.144,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6326,6326,West Griffin,"15885 Rick Case Honda Way, W Griffin FL 33331","15885 Rick Case Honda Way, W Griffin FL",Davie,FL,33331,26.067,-80.36,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6327,6327,Gandy Blvd,"5125 S Dale Mabry Hwy, Gandy Blvd FL 33611","5125 S Dale Mabry Hwy, Gandy Blvd FL",Tampa,FL,33611,27.89,-82.508,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6328,6328,South Chase,"13121 S Orange Blossom Trail, South Chase FL 32837","13121 S Orange Blossom Trail, South Chase FL",Orlando,FL,32837,28.375,-81.403,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6329,6329,Sawgrass,"12525 W Sunrise Blvd, Sawgrass FL 33323","12525 W Sunrise Blvd, Sawgrass FL",Sunrise,FL,33323,26.149,-80.317,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6330,6330,West Palm Beach,"6800 Okeechobee Blvd, W Palm Beach FL 33411","6800 Okeechobee Blvd, W Palm Beach FL",West Palm Beach,FL,33411,26.706,-80.149,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6331,6331,Alafaya Trail,"350 N Alafaya Trail, Alafaya Trail FL 32828","350 N Alafaya Trail, Alafaya Trail FL",Orlando,FL,32828,28.552,-81.206,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6332,6332,Crystal River,"70 N Suncoast Blvd, Crystal River FL 34429","70 N Suncoast Blvd, Crystal River FL",Crystal River,FL,34429,28.863,-82.582,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6334,6334,St Augustine,"1750 Us Hwy 1 South, St Augustine FL 32084","1750 Us Hwy 1 South, St Augustine FL",St Augustine,FL,32084,29.87,-81.324,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6335,6335,Port Orange,"1551 Dunlawton Ave, Port Orange FL 32127","1551 Dunlawton Ave, Port Orange FL",Port Orange,FL,32127,29.119,-81.022,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6336,6336,Palm Bay,"1140 Malabar Rd Se, Palm Bay FL 32907","1140 Malabar Rd Se, Palm Bay FL",Palm Bay,FL,32907,27.996,-80.637,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6339,6339,West Kendall,"15750 Sw 88 St, W Kendall FL 33196","15750 Sw 88 St, W Kendall FL",Miami,FL,33196,25.683,-80.447,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6340,6340,Sebring,"2303 Us Hwy 27 N, Sebring FL 33870","2303 Us Hwy 27 N, Sebring FL",Sebring,FL,33870,27.504,-81.493,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6341,6341,Davie II,"5801 University Dr, Davie II FL 33328","5801 University Dr, Davie II FL",Davie,FL,33328,26.049,-80.253,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6342,6342,World Commerce Center,,,St Augustine,FL,0,29.979,-81.471,no,,https://simplemaps.com/data/business/home-depot
6343,6343,Flagler II,"7899 W Flagler St, Flagler II FL 33144","7899 W Flagler St, Flagler II FL",Miami,FL,33144,25.77,-80.325,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6346,6346,Jacksonville (Lane Ave),"855 Lane Ave South, Jacksonville (lane Ave) FL 32205","855 Lane Ave South, Jacksonville (lane Ave) FL",Jacksonville,FL,32205,30.31,-81.75,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6348,6348,South Naples,"1651 Airport Pulling Rd S, South Naples FL 34112","1651 Airport Pulling Rd S, South Naples FL",Naples,FL,34112,26.137,-81.765,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6349,6349,Winter Park,"5351 Diplomat Circle, Winter Park FL 32810","5351 Diplomat Circle, Winter Park FL",Orlando,FL,32810,28.609,-81.388,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6350,6350,St Cloud West,"4560 13th Street, St Cloud West FL 34769","4560 13th Street, St Cloud West FL",St Cloud,FL,34769,28.258,-81.318,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6351,6351,North Jacksonville,"12111 Lem Turner Rd, N Jacksonville FL 32218","12111 Lem Turner Rd, N Jacksonville FL",Jacksonville,FL,32218,30.451,-81.702,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6353,6353,Miramar,"3183 Sw 160th Ave, Miramar FL 33027","3183 Sw 160th Ave, Miramar FL",Miramar,FL,33027,25.982,-80.356,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6355,6355,Florida City,"33001 S Dixie Hwy, Florida City FL 33034","33001 S Dixie Hwy, Florida City FL",Florida City,FL,33034,25.46,-80.473,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6356,6356,Coconut Creek,"4450 N State Rd 7, Coconut Creek FL 33073","4450 N State Rd 7, Coconut Creek FL",Coconut Creek,FL,33073,26.285,-80.199,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6357,6357,Clearwater,"2495 Gulf To Bay Blvd, Clearwater FL 33765","2495 Gulf To Bay Blvd, Clearwater FL",Clearwater,FL,33765,27.959,-82.735,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6361,6361,Hillsborough,"6730 Memorial Hwy, Hillsborough FL 33615","6730 Memorial Hwy, Hillsborough FL",Tampa,FL,33615,27.994,-82.582,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6363,6363,Palm Coast,"10 Garden St North, Palm Coast FL 32137","10 Garden St North, Palm Coast FL",Palm Coast,FL,32137,29.555,-81.223,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6364,6364,West St Petersburg,"2070 Tyrone Blvd N, W St Petersburg FL 33710","2070 Tyrone Blvd N, W St Petersburg FL",St Petersburg,FL,33710,27.789,-82.725,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6365,6365,Atlantic And Girvin,,,Jacksonville,FL,0,30.32,-81.475,no,,https://simplemaps.com/data/business/home-depot
6367,6367,Millenia,"4403 Millenia Plz Way, Millenia FL 32839","4403 Millenia Plz Way, Millenia FL",Orlando,FL,32839,28.499,-81.427,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6368,6368,Pace,"4829 Highway 90, Pace FL 32571","4829 Highway 90, Pace FL",Milton,FL,32571,30.601,-87.123,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6369,6369,Fleming Island,,,Fleming Island,FL,0,30.1,-81.714,no,,https://simplemaps.com/data/business/home-depot
6371,6371,Winter Haven,"2000 8th St Nw, Winter Haven FL 33881","2000 8th St Nw, Winter Haven FL",Winter Haven,FL,33881,28.046,-81.734,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6372,6372,E Fort Lauderdale,"1000 Ne 4th Ave, E Fort Lauderdale FL 33304","1000 Ne 4th Ave, E Fort Lauderdale FL",Fort Lauderdale,FL,33304,26.138,-80.139,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6373,6373,Bonita Springs,"11941 Bonita Beach Rd Se, Bonita Springs FL 34135","11941 Bonita Beach Rd Se, Bonita Springs FL",Bonita Springs,FL,34135,26.329,-81.757,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6374,6374,West Tallahassee,,,Tallahassee,FL,0,30.468,-84.363,no,,https://simplemaps.com/data/business/home-depot
6375,6375,Clermont,"1530 E Hwy 50, Clermont FL 34711","1530 E Hwy 50, Clermont FL",Clermont,FL,34711,28.549,-81.726,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6376,6376,West Port St Lucie,"700 Sw St Lucie W Blvd, West Port St Lucie FL 34986","700 Sw St Lucie W Blvd, West Port St Lucie FL",Port St Lucie,FL,34986,27.317,-80.377,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6377,6377,Destin,"4385 Commons Dr West, Destin FL 32541","4385 Commons Dr West, Destin FL",Destin,FL,32541,30.389,-86.441,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6378,6378,East Hialeah,"950 Se 12th St, E Hialeah FL 33010","950 Se 12th St, E Hialeah FL",Hialeah,FL,33010,25.811,-80.261,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6379,6379,Royal Palm,"220 South State Road 7, Royal Palm FL 33414","220 South State Road 7, Royal Palm FL",Wellington,FL,33414,26.676,-80.201,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6380,6380,Riverview,"10151 Bloomingdale Ave, Riverview FL 33578","10151 Bloomingdale Ave, Riverview FL",Riverview,FL,33578,27.891,-82.333,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6381,6381,N Melbourne,"5100 N Wickham Road, N Melbourne FL 32940","5100 N Wickham Road, N Melbourne FL",Melbourne,FL,32940,28.192,-80.674,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6401,6401,Bayamon,,,Bayamón,PR,0,18.407,-66.162,no,,https://simplemaps.com/data/business/home-depot
6402,6402,Carolina,,,Carolina,PR,0,18.393,-65.995,no,,https://simplemaps.com/data/business/home-depot
6403,6403,Caguas,,,Caguas,PR,0,18.226,-66.039,no,,https://simplemaps.com/data/business/home-depot
6405,6405,Rexville,,,Bayamón,PR,0,18.358,-66.187,no,,https://simplemaps.com/data/business/home-depot
6407,6407,Mayaguez,,,Mayagüez,PR,0,18.242,-67.162,no,,https://simplemaps.com/data/business/home-depot
6408,6408,Monte Hiedra,,,San Juan,PR,0,18.398,-66.048,no,,https://simplemaps.com/data/business/home-depot
6409,6409,Los Colobos (E Carolina),,,Carolina,PR,0,18.375,-65.925,no,,https://simplemaps.com/data/business/home-depot
6411,6411,Ponce,,,Ponce,PR,0,18.002,-66.641,no,,https://simplemaps.com/data/business/home-depot
6412,6412,Hatillo,,,Hatillo,PR,0,18.485,-66.78,no,,https://simplemaps.com/data/business/home-depot
6415,6415,Humacao,,,Humacao,PR,0,18.158,-65.825,no,,https://simplemaps.com/data/business/home-depot
6501,6501,Gulf Freeway,"11820 Dickinson Rd, Gulf Freeway TX 77089","11820 Dickinson Rd, Gulf Freeway TX",Houston,TX,77089,29.608,-95.212,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6502,6502,Allen,"909 W Mcdermott Dr, Allen TX 75013","909 W Mcdermott Dr, Allen TX",Allen,TX,75013,33.099,-96.683,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6504,6504,Coit Rd,"2220 N Coit Rd, Coit Rd TX 75080","2220 N Coit Rd, Coit Rd TX",Richardson,TX,75080,32.982,-96.766,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6505,6505,Waxahachie,"1315 Hwy 77 North, Waxahachie TX 75165","1315 Hwy 77 North, Waxahachie TX",Waxahachie,TX,75165,32.424,-96.842,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6506,6506,Copperfield,"6800 Hwy 6 North, Copperfield TX 77084","6800 Hwy 6 North, Copperfield TX",Houston,TX,77084,29.876,-95.643,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6507,6507,Baytown,"4915 Garth Rd, Baytown TX 77521","4915 Garth Rd, Baytown TX",Baytown,TX,77521,29.777,-94.981,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6509,6509,Gulfgate Mall,"6810 Gulf Freeway, Gulfgate Mall TX 77087","6810 Gulf Freeway, Gulfgate Mall TX",Houston,TX,77087,29.704,-95.301,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6510,6510,North Houston,,,Houston,TX,0,29.92,-95.415,no,,https://simplemaps.com/data/business/home-depot
6512,6512,Tomball,,,Houston,TX,0,30.0,-95.579,no,,https://simplemaps.com/data/business/home-depot
6513,6513,North Frisco,"5995 Eldorado Pkwy, N Frisco TX 75033","5995 Eldorado Pkwy, N Frisco TX",Frisco,TX,75033,33.173,-96.835,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6514,6514,Tyler,,,Tyler,TX,0,32.303,-95.323,no,,https://simplemaps.com/data/business/home-depot
6515,6515,Weatherford,"220 W Interstate 20, Weatherford TX 76086","220 W Interstate 20, Weatherford TX",Weatherford,TX,76086,32.73,-97.797,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6516,6516,Woodlands,"19103 I-45, Woodlands TX 77385","19103 I-45, Woodlands TX",Conroe,TX,77385,30.18,-95.45,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6517,6517,Lake Jackson,"100 Abner Jackson Pkwy, Lake Jackson TX 77566","100 Abner Jackson Pkwy, Lake Jackson TX",Lake Jackson,TX,77566,29.044,-95.458,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6520,6520,Cleburne,"212 W Katherine P Raines Blvd Blvd, Cleburne TX 76033","212 W Katherine P Raines Blvd Blvd, Cleburne TX",Cleburne,TX,76033,32.383,-97.395,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6521,6521,Brownsville,"4551 Padre Island Hwy, Brownsville TX 78521","4551 Padre Island Hwy, Brownsville TX",Brownsville,TX,78521,25.923,-97.466,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6523,6523,Porter,"23575 Us Highway 59, Porter TX 77365","23575 Us Highway 59, Porter TX",Porter,TX,77365,30.106,-95.231,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6525,6525,Houston Hwy 290,"14085 Northwest Fwy, Houston Hwy 290TX 77040","14085 Northwest Fwy, Houston Hwy 290TX",Houston,TX,77040,29.857,-95.523,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6526,6526,Killeen,"3201 E Central Texas Expy, Killeen TX 76543","3201 E Central Texas Expy, Killeen TX",Killeen,TX,76543,31.088,-97.709,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6528,6528,Harlingen,"4710 S Expressway 83, Harlingen TX 78552","4710 S Expressway 83, Harlingen TX",Harlingen,TX,78552,26.16,-97.682,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6529,6529,Military,"2658 Sw Military Dr, Military TX 78224","2658 Sw Military Dr, Military TX",San Antonio,TX,78224,29.355,-98.539,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6530,6530,Rosenberg,"24400 Commercial Dr, Rosenberg TX 77471","24400 Commercial Dr, Rosenberg TX",Rosenberg,TX,77471,29.546,-95.755,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6531,6531,Bee Cave,"3600 Ranch Road 620 S, Bee Cave TX 78738","3600 Ranch Road 620 S, Bee Cave TX",Bee Cave,TX,78738,30.319,-97.953,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6532,6532,Waco,"5605 W Waco Dr, Waco TX 76710","5605 W Waco Dr, Waco TX",Waco,TX,76710,31.518,-97.184,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6533,6533,Precinct Line,"6411 Precinct Line Rd, Precinct Line TX 76182","6411 Precinct Line Rd, Precinct Line TX",North Richland Hills,TX,76182,32.863,-97.189,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6534,6534,East Fort Worth,"1151 Bridgewood Dr, E Ft Worth TX 76112","1151 Bridgewood Dr, E Ft Worth TX",Fort Worth,TX,76112,32.764,-97.215,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6537,6537,Mesquite,"18855 Lyndon B Johnson Fwy, Mesquite TX 75150","18855 Lyndon B Johnson Fwy, Mesquite TX",Mesquite,TX,75150,32.8,-96.629,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6538,6538,Georgetown,,,Georgetown,TX,0,30.647,-97.691,no,,https://simplemaps.com/data/business/home-depot
6539,6539,Alvin,"140 N Bypass 35, Alvin TX 77511","140 N Bypass 35, Alvin TX",Alvin,TX,77511,29.423,-95.228,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6540,6540,Laredo,"5710 San Bernardo Ave, Laredo TX 78041","5710 San Bernardo Ave, Laredo TX",Laredo,TX,78041,27.554,-99.507,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6541,6541,Manor,,,Manor,TX,0,30.352,-97.54,no,,https://simplemaps.com/data/business/home-depot
6542,6542,SE Austin,"3600 Interstate Hwy 35 South, Se Austin TX 78704","3600 Interstate Hwy 35 South, Se Austin TX",Austin,TX,78704,30.223,-97.75,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6543,6543,Pearland,,,Pearland,TX,0,29.545,-95.232,no,,https://simplemaps.com/data/business/home-depot
6544,6544,Alamo Heights,"435 Sunset Rd W, Alamo Heights TX 78209","435 Sunset Rd W, Alamo Heights TX",San Antonio,TX,78209,29.509,-98.475,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6545,6545,Longview,"411 E Loop 281, Longview TX 75605","411 E Loop 281, Longview TX",Longview,TX,75605,32.544,-94.735,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6546,6546,Missouri City,"5900 Hwy 6 South, Missouri City TX 77459","5900 Hwy 6 South, Missouri City TX",Missouri City,TX,77459,29.567,-95.569,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6547,6547,Bandera Rd,,,San Antonio,TX,0,29.558,-98.667,no,,https://simplemaps.com/data/business/home-depot
6548,6548,Keller,"2013 Hwy 377, Keller TX 76248","2013 Hwy 377, Keller TX",Keller,TX,76248,32.896,-97.256,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6549,6549,Lake Worth,,,Lake Worth,TX,0,32.813,-97.418,no,,https://simplemaps.com/data/business/home-depot
6550,6550,North 281,"20740 Us Hwy 281 North, North 281TX 78258","20740 Us Hwy 281 North, North 281TX",San Antonio,TX,78258,29.634,-98.455,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6551,6551,Live Oak,"8138 Agora Pkwy, Live Oak TX 78154","8138 Agora Pkwy, Live Oak TX",Selma,TX,78154,29.566,-98.327,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6552,6552,Amarillo,"2500 Soncy Rd, Amarillo TX 79124","2500 Soncy Rd, Amarillo TX",Amarillo,TX,79124,35.185,-101.939,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6553,6553,Howard Lane,"13309 I-35 North, Howard Lane TX 78753","13309 I-35 North, Howard Lane TX",Austin,TX,78753,30.422,-97.669,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6554,6554,Greenville,"7101 Centerpoint Lane, Greenville,TX TX 75402","7101 Centerpoint Lane, Greenville,TX TX",Greenville,TX,75402,33.097,-96.104,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6555,6555,Carrollton,"2011 Keller Springs Rd, Carrollton TX 75006","2011 Keller Springs Rd, Carrollton TX",Carrollton,TX,75006,32.973,-96.887,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6556,6556,Boerne,,,Boerne,TX,0,29.778,-98.741,no,,https://simplemaps.com/data/business/home-depot
6557,6557,North Irving,"8555 Home Depot Dr, North Irving TX 75063","8555 Home Depot Dr, North Irving TX",Irving,TX,75063,32.923,-96.98,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6558,6558,Westheimer,"8400 Westheimer Rd, Westheimer TX 77063","8400 Westheimer Rd, Westheimer TX",Houston,TX,77063,29.739,-95.515,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6559,6559,College Station,,,College Station,TX,0,30.641,-96.315,no,,https://simplemaps.com/data/business/home-depot
6560,6560,Clear Lake Shores,"507 Fm 2094, Clear Lake Shores TX 77565","507 Fm 2094, Clear Lake Shores TX",Kemah,TX,77565,29.54,-95.026,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6561,6561,Grand Parkway,"6850 S Fry Rd, Grand Parkway TX 77494","6850 S Fry Rd, Grand Parkway TX",Katy,TX,77494,29.717,-95.775,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6562,6562,The Colony,"5321 Hwy 121, The Colony TX 75056","5321 Hwy 121, The Colony TX",The Colony,TX,75056,33.075,-96.875,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6563,6563,Slaughter Lane,"8801 S I-35, Slaughter Lane TX 78744","8801 S I-35, Slaughter Lane TX",Austin,TX,78744,30.168,-97.784,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6564,6564,Five Point,,,Corpus Christi,TX,0,27.86,-97.626,no,,https://simplemaps.com/data/business/home-depot
6566,6566,Paris,"3120 Ne Loop 286, Paris TX 75460","3120 Ne Loop 286, Paris TX",Paris,TX,75460,33.672,-95.518,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6567,6567,Silverlake,"10111 Broadway, Silverlake TX 77584","10111 Broadway, Silverlake TX",Pearland,TX,77584,29.558,-95.377,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6568,6568,Mansfield,,,Mansfield,TX,0,32.588,-97.143,no,,https://simplemaps.com/data/business/home-depot
6570,6570,South Austin,"1200 Home Depot Blvd, S Austin TX 78745","1200 Home Depot Blvd, S Austin TX",Austin,TX,78745,30.229,-97.825,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6571,6571,Granbury,"415 E Hwy 377, Granbury TX 76048","415 E Hwy 377, Granbury TX",Granbury,TX,76048,32.432,-97.783,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6572,6572,Flower Mound,"852 Long Prairie Rd, Flower Mound TX 75022","852 Long Prairie Rd, Flower Mound TX",Flower Mound,TX,75022,32.994,-97.065,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6574,6574,Galveston,,,Galveston,TX,0,29.291,-94.843,no,,https://simplemaps.com/data/business/home-depot
6575,6575,Bastrop,"112 Hunters Crossing Blvd, Bastrop TX 78602","112 Hunters Crossing Blvd, Bastrop TX",Bastrop,TX,78602,30.108,-97.355,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6576,6576,Kerrville,"1789 Sidney Baker, Kerrville TX 78028","1789 Sidney Baker, Kerrville TX",Kerrville,TX,78028,30.061,-99.121,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6577,6577,Weslaco,"1500 W Expressway 83, Weslaco TX 78599","1500 W Expressway 83, Weslaco TX",Weslaco,TX,78599,26.175,-98.005,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6578,6578,Huntsville,"215 Interstate 45 North, Huntsville TX 77320","215 Interstate 45 North, Huntsville TX",Huntsville,TX,77320,30.724,-95.577,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6579,6579,Terrell,"151 Windsor Ave, Terrell TX 75160","151 Windsor Ave, Terrell TX",Terrell,TX,75160,32.706,-96.282,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6580,6580,Texarkana,"4110 Saint Michael Dr, Texarkana TX 75503","4110 Saint Michael Dr, Texarkana TX",Texarkana,TX,75503,33.456,-94.094,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6581,6581,Roanoke,"125 E State Hwy 114, Roanoke,TX TX 76262","125 E State Hwy 114, Roanoke,TX TX",Roanoke,TX,76262,33.016,-97.234,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6583,6583,Abilene,"4590 Southwest Dr, Abilene TX 79606","4590 Southwest Dr, Abilene TX",Abilene,TX,79606,32.409,-99.784,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
6584,6584,Bridgepoint,"4038 S Port Ave, Bridgepoint TX 78415","4038 S Port Ave, Bridgepoint TX",Corpus Christi,TX,78415,27.755,-97.419,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
